set_name,card_number,player_name,team
Flawless Autographs Gold,79,Spud Webb,Atlanta Hawks
Flawless Autographs Gold,80,Eddie Jones,Los Angeles Lakers
Flawless Autographs Gold,81,Jeff Hornacek,Phoenix Suns
Flawless Autographs Gold,82,Vlade Divac,Sacramento Kings
Flawless Autographs Gold,83,Sidney Moncrief,Milwaukee Bucks
Flawless Autographs Gold,84,Cedric Ceballos,Los Angeles Lakers
Flawless Autographs Gold,85,Dino Radja,Boston Celtics
Flawless Autographs Gold,86,Giannis Antetokounmpo,Milwaukee Bucks
Flawless Autographs Gold Gold Proof,5,Kyrie Irving,Cleveland Cavaliers
Flawless Autographs Gold Gold Proof,8,Pau Gasol,San Antonio Spurs
Flawless Autographs Gold Gold Proof,11,Marc Gasol,Memphis Grizzlies
Flawless Autographs Gold Gold Proof,12,Ricky Rubio,Minnesota Timberwolves
Flawless Autographs Gold Gold Proof,14,Vince Carter,Memphis Grizzlies
Flawless Autographs Gold Gold Proof,15,Joel Embiid,Philadelphia 76ers
Flawless Autographs Gold Gold Proof,16,Julius Randle,Los Angeles Lakers
Flawless Autographs Gold Gold Proof,17,Kristaps Porzingis,New York Knicks
Flawless Autographs Gold Gold Proof,18,Harrison Barnes,Dallas Mavericks
Flawless Autographs Gold Gold Proof,19,Andre Drummond,Detroit Pistons
Flawless Autographs Gold Gold Proof,23,Eric Gordon,Houston Rockets
Flawless Autographs Gold Gold Proof,27,Goran Dragic,Miami Heat
Flawless Autographs Gold Gold Proof,30,Jordan Clarkson,Los Angeles Lakers
Flawless Autographs Gold Gold Proof,32,Elfrid Payton,Orlando Magic
Flawless Autographs Gold Gold Proof,34,Jrue Holiday,New Orleans Pelicans
Flawless Autographs Gold Gold Proof,35,Darren Collison,Sacramento Kings
Flawless Autographs Gold Gold Proof,39,Tristan Thompson,Cleveland Cavaliers
Flawless Autographs Gold Gold Proof,42,DeMarre Carroll,Toronto Raptors
Flawless Autographs Gold Gold Proof,50,Shaquille O'Neal,Los Angeles Lakers
Flawless Autographs Gold Gold Proof,53,John Stockton,Utah Jazz
Flawless Autographs Gold Gold Proof,59,Alonzo Mourning,Miami Heat
Flawless Autographs Gold Gold Proof,60,David Robinson,San Antonio Spurs
Flawless Autographs Gold Gold Proof,63,Joe Dumars,Detroit Pistons
Flawless Autographs Gold Gold Proof,64,George Gervin,San Antonio Spurs
Flawless Autographs Gold Gold Proof,66,Yao Ming,Houston Rockets
Flawless Autographs Gold Gold Proof,67,Ray Allen,Seattle Supersonics
Flawless Autographs Gold Gold Proof,71,Ben Wallace,Detroit Pistons
Flawless Autographs Gold Gold Proof,72,Rick Fox,Los Angeles Lakers
Flawless Autographs Gold Gold Proof,74,Glen Rice,Miami Heat
Flawless Autographs Gold Gold Proof,75,Horace Grant,Chicago Bulls
Flawless Autographs Gold Gold Proof,78,Damon Stoudamire,Toronto Raptors
Flawless Autographs Gold Gold Proof,79,Spud Webb,Atlanta Hawks
Flawless Autographs Gold Gold Proof,80,Eddie Jones,Los Angeles Lakers
Flawless Autographs Gold Gold Proof,83,Sidney Moncrief,Milwaukee Bucks
Flawless Autographs Gold Proof,2,Dwyane Wade,Chicago Bulls
Flawless Autographs Gold Proof,11,Marc Gasol,Memphis Grizzlies
Flawless Autographs Gold Proof,14,Vince Carter,Memphis Grizzlies
Flawless Autographs Gold Proof,15,Joel Embiid,Philadelphia 76ers
Flawless Autographs Gold Proof,17,Kristaps Porzingis,New York Knicks
Flawless Autographs Gold Proof,18,Harrison Barnes,Dallas Mavericks
Flawless Autographs Gold Proof,20,Gordon Hayward,Utah Jazz
Flawless Autographs Gold Proof,23,Eric Gordon,Houston Rockets
Flawless Autographs Gold Proof,27,Goran Dragic,Miami Heat
Flawless Autographs Gold Proof,28,Justise Winslow,Miami Heat
Flawless Autographs Gold Proof,29,George Hill,Utah Jazz
Flawless Autographs Gold Proof,30,Jordan Clarkson,Los Angeles Lakers
Flawless Autographs Gold Proof,32,Elfrid Payton,Orlando Magic
Flawless Autographs Gold Proof,35,Darren Collison,Sacramento Kings
Flawless Autographs Gold Proof,36,Myles Turner,Indiana Pacers
Flawless Autographs Gold Proof,39,Tristan Thompson,Cleveland Cavaliers
Flawless Autographs Gold Proof,50,Shaquille O'Neal,Los Angeles Lakers
Flawless Autographs Gold Proof,53,John Stockton,Utah Jazz
Flawless Autographs Gold Proof,58,Jerry West,Los Angeles Lakers
Flawless Autographs Gold Proof,59,Alonzo Mourning,Miami Heat
Flawless Autographs Gold Proof,61,Willis Reed,New York Knicks
Flawless Autographs Gold Proof,62,Artis Gilmore,Chicago Bulls
Flawless Autographs Gold Proof,64,George Gervin,San Antonio Spurs
Flawless Autographs Gold Proof,65,Dikembe Mutombo,Atlanta Hawks
Flawless Autographs Gold Proof,67,Ray Allen,Seattle Supersonics
Flawless Autographs Gold Proof,71,Ben Wallace,Detroit Pistons
Flawless Autographs Gold Proof,72,Rick Fox,Los Angeles Lakers
Flawless Autographs Gold Proof,75,Horace Grant,Chicago Bulls
Flawless Autographs Gold Proof,78,Damon Stoudamire,Toronto Raptors
Flawless Autographs Gold Proof,79,Spud Webb,Atlanta Hawks
Flawless Autographs Gold Proof,80,Eddie Jones,Los Angeles Lakers
Flawless Autographs Gold Proof,83,Sidney Moncrief,Milwaukee Bucks
Flawless Autographs Platinum,1,Stephen Curry,Golden State Warriors
Flawless Autographs Platinum,2,Dwyane Wade,Chicago Bulls
Flawless Autographs Platinum,3,Chris Paul,Los Angeles Clippers
Flawless Autographs Platinum,4,Carmelo Anthony,New York Knicks
Flawless Autographs Platinum,5,Kyrie Irving,Cleveland Cavaliers
Flawless Autographs Platinum,6,Dirk Nowitzki,Dallas Mavericks
Flawless Autographs Platinum,7,Anthony Davis,New Orleans Pelicans
Flawless Autographs Platinum,8,Pau Gasol,San Antonio Spurs
Flawless Autographs Platinum,9,Karl-Anthony Towns,Minnesota Timberwolves
Flawless Autographs Platinum,10,John Wall,Washington Wizards
Flawless Autographs Platinum,11,Marc Gasol,Memphis Grizzlies
Flawless Autographs Platinum,12,Ricky Rubio,Minnesota Timberwolves
Flawless Autographs Platinum,14,Vince Carter,Memphis Grizzlies
Flawless Autographs Platinum,15,Joel Embiid,Philadelphia 76ers
Flawless Autographs Platinum,16,Julius Randle,Los Angeles Lakers
Flawless Autographs Platinum,17,Kristaps Porzingis,New York Knicks
Flawless Autographs Platinum,18,Harrison Barnes,Dallas Mavericks
Flawless Autographs Platinum,19,Andre Drummond,Detroit Pistons
Flawless Autographs Platinum,20,Gordon Hayward,Utah Jazz
Flawless Autographs Platinum,21,Aaron Gordon,Orlando Magic
Flawless Autographs Platinum,22,Zach LaVine,Minnesota Timberwolves
Flawless Autographs Platinum,23,Eric Gordon,Houston Rockets
Flawless Autographs Platinum,24,Khris Middleton,Milwaukee Bucks
Flawless Autographs Platinum,26,Danilo Gallinari,Denver Nuggets
Flawless Autographs Platinum,27,Goran Dragic,Miami Heat
Flawless Autographs Platinum,28,Justise Winslow,Miami Heat
Flawless Autographs Platinum,29,George Hill,Utah Jazz
Flawless Autographs Platinum,30,Jordan Clarkson,Los Angeles Lakers
Flawless Autographs Platinum,31,Jason Terry,Milwaukee Bucks
Flawless Autographs Platinum,32,Elfrid Payton,Orlando Magic
Flawless Autographs Platinum,33,Nikola Mirotic,Chicago Bulls
Flawless Autographs Platinum,34,Jrue Holiday,New Orleans Pelicans
Flawless Autographs Platinum,35,Darren Collison,Sacramento Kings
Flawless Autographs Platinum,36,Myles Turner,Indiana Pacers
Flawless Autographs Platinum,37,Mario Hezonja,Orlando Magic
Flawless Autographs Platinum,38,Tim Hardaway Jr.,Atlanta Hawks
Flawless Autographs Platinum,39,Tristan Thompson,Cleveland Cavaliers
Flawless Autographs Platinum,40,Rudy Gay,Sacramento Kings
Flawless Autographs Platinum,41,Jonas Valanciunas,Toronto Raptors
Flawless Autographs Platinum,42,DeMarre Carroll,Toronto Raptors
Flawless Autographs Platinum,43,Rondae Hollis-Jefferson,Brooklyn Nets
Flawless Autographs Platinum,45,Allen Crabbe,Portland Trail Blazers
Flawless Autographs Platinum,46,Norman Powell,Toronto Raptors
Flawless Autographs Platinum,47,Robert Covington,Philadelphia 76ers
Flawless Autographs Platinum,48,Gorgui Dieng,Minnesota Timberwolves
Flawless Autographs Platinum,49,Bill Russell,Boston Celtics
Flawless Autographs Platinum,50,Shaquille O'Neal,Los Angeles Lakers
Flawless Autographs Platinum,51,Allen Iverson,Philadelphia 76ers
Flawless Autographs Platinum,52,Karl Malone,Utah Jazz
Flawless Autographs Platinum,53,John Stockton,Utah Jazz
Flawless Autographs Platinum,55,Larry Bird,Boston Celtics
Flawless Autographs Platinum,56,Kareem Abdul-Jabbar,Los Angeles Lakers
Flawless Autographs Platinum,57,Oscar Robertson,Cincinnati Royals
Flawless Autographs Platinum,58,Jerry West,Los Angeles Lakers
Flawless Autographs Platinum,59,Alonzo Mourning,Miami Heat
Flawless Autographs Platinum,60,David Robinson,San Antonio Spurs
Flawless Autographs Platinum,61,Willis Reed,New York Knicks
Flawless Autographs Platinum,62,Artis Gilmore,Chicago Bulls
Flawless Autographs Platinum,63,Joe Dumars,Detroit Pistons
Flawless Autographs Platinum,64,George Gervin,San Antonio Spurs
Flawless Autographs Platinum,65,Dikembe Mutombo,Atlanta Hawks
Flawless Autographs Platinum,66,Yao Ming,Houston Rockets
Flawless Autographs Platinum,67,Ray Allen,Seattle Supersonics
Flawless Autographs Platinum,68,Jason Kidd,New Jersey Nets
Flawless Autographs Platinum,69,Anfernee Hardaway,Orlando Magic
Flawless Autographs Platinum,71,Ben Wallace,Detroit Pistons
Flawless Autographs Platinum,72,Rick Fox,Los Angeles Lakers
Flawless Autographs Platinum,74,Glen Rice,Miami Heat
Flawless Autographs Platinum,75,Horace Grant,Chicago Bulls
Flawless Autographs Platinum,76,Jo Jo White,Boston Celtics
Flawless Autographs Platinum,77,Shawn Kemp,Seattle Supersonics
Flawless Autographs Platinum,78,Damon Stoudamire,Toronto Raptors
Flawless Autographs Platinum,79,Spud Webb,Atlanta Hawks
Flawless Autographs Platinum,80,Eddie Jones,Los Angeles Lakers
Flawless Autographs Platinum,81,Jeff Hornacek,Phoenix Suns
Flawless Autographs Platinum,82,Vlade Divac,Sacramento Kings
Flawless Autographs Platinum,83,Sidney Moncrief,Milwaukee Bucks
Flawless Autographs Platinum,84,Cedric Ceballos,Los Angeles Lakers
Flawless Autographs Platinum,85,Dino Radja,Boston Celtics
Flawless Autographs Platinum,86,Giannis Antetokounmpo,Milwaukee Bucks
Flawless Autographs Ruby,1,Stephen Curry,Golden State Warriors
Flawless Autographs Ruby,2,Dwyane Wade,Chicago Bulls
Flawless Autographs Ruby,3,Chris Paul,Los Angeles Clippers
Flawless Autographs Ruby,4,Carmelo Anthony,New York Knicks
Flawless Autographs Ruby,5,Kyrie Irving,Cleveland Cavaliers
Flawless Autographs Ruby,6,Dirk Nowitzki,Dallas Mavericks
Flawless Autographs Ruby,7,Anthony Davis,New Orleans Pelicans
Flawless Autographs Ruby,8,Pau Gasol,San Antonio Spurs
Flawless Autographs Ruby,9,Karl-Anthony Towns,Minnesota Timberwolves
Flawless Autographs Ruby,10,John Wall,Washington Wizards
Flawless Autographs Ruby,11,Marc Gasol,Memphis Grizzlies
Flawless Autographs Ruby,12,Ricky Rubio,Minnesota Timberwolves
Flawless Autographs Ruby,14,Vince Carter,Memphis Grizzlies
Flawless Autographs Ruby,15,Joel Embiid,Philadelphia 76ers
Flawless Autographs Ruby,16,Julius Randle,Los Angeles Lakers
Flawless Autographs Ruby,17,Kristaps Porzingis,New York Knicks
Flawless Autographs Ruby,18,Harrison Barnes,Dallas Mavericks
Flawless Autographs Ruby,19,Andre Drummond,Detroit Pistons
Flawless Autographs Ruby,20,Gordon Hayward,Utah Jazz
Flawless Autographs Ruby,21,Aaron Gordon,Orlando Magic
Flawless Autographs Ruby,22,Zach LaVine,Minnesota Timberwolves
Flawless Autographs Ruby,23,Eric Gordon,Houston Rockets
Flawless Autographs Ruby,24,Khris Middleton,Milwaukee Bucks
Flawless Autographs Ruby,25,Devin Booker,Phoenix Suns
Flawless Autographs Ruby,26,Danilo Gallinari,Denver Nuggets
Flawless Autographs Ruby,27,Goran Dragic,Miami Heat
Flawless Autographs Ruby,28,Justise Winslow,Miami Heat
Flawless Autographs Ruby,29,George Hill,Utah Jazz
Flawless Autographs Ruby,30,Jordan Clarkson,Los Angeles Lakers
Flawless Autographs Ruby,31,Jason Terry,Milwaukee Bucks
Flawless Autographs Ruby,32,Elfrid Payton,Orlando Magic
Flawless Autographs Ruby,33,Nikola Mirotic,Chicago Bulls
Flawless Autographs Ruby,34,Jrue Holiday,New Orleans Pelicans
Flawless Autographs Ruby,35,Darren Collison,Sacramento Kings
Flawless Autographs Ruby,36,Myles Turner,Indiana Pacers
Flawless Autographs Ruby,37,Mario Hezonja,Orlando Magic
Flawless Autographs Ruby,38,Tim Hardaway Jr.,Atlanta Hawks
Flawless Autographs Ruby,39,Tristan Thompson,Cleveland Cavaliers
Flawless Autographs Ruby,40,Rudy Gay,Sacramento Kings
Flawless Autographs Ruby,41,Jonas Valanciunas,Toronto Raptors
Flawless Autographs Ruby,42,DeMarre Carroll,Toronto Raptors
Flawless Autographs Ruby,43,Rondae Hollis-Jefferson,Brooklyn Nets
Flawless Autographs Ruby,45,Allen Crabbe,Portland Trail Blazers
Flawless Autographs Ruby,46,Norman Powell,Toronto Raptors
Flawless Autographs Ruby,47,Robert Covington,Philadelphia 76ers
Flawless Autographs Ruby,48,Gorgui Dieng,Minnesota Timberwolves
Flawless Autographs Ruby,49,Bill Russell,Boston Celtics
Flawless Autographs Ruby,50,Shaquille O'Neal,Los Angeles Lakers
Flawless Autographs Ruby,51,Allen Iverson,Philadelphia 76ers
Flawless Autographs Ruby,52,Karl Malone,Utah Jazz
Flawless Autographs Ruby,53,John Stockton,Utah Jazz
Flawless Autographs Ruby,54,Magic Johnson,Los Angeles Lakers
Flawless Autographs Ruby,55,Larry Bird,Boston Celtics
Flawless Autographs Ruby,56,Kareem Abdul-Jabbar,Los Angeles Lakers
Flawless Autographs Ruby,57,Oscar Robertson,Cincinnati Royals
Flawless Autographs Ruby,58,Jerry West,Los Angeles Lakers
Flawless Autographs Ruby,59,Alonzo Mourning,Miami Heat
Flawless Autographs Ruby,60,David Robinson,San Antonio Spurs
Flawless Autographs Ruby,61,Willis Reed,New York Knicks
Flawless Autographs Ruby,62,Artis Gilmore,Chicago Bulls
Flawless Autographs Ruby,63,Joe Dumars,Detroit Pistons
Flawless Autographs Ruby,64,George Gervin,San Antonio Spurs
Flawless Autographs Ruby,65,Dikembe Mutombo,Atlanta Hawks
Flawless Autographs Ruby,66,Yao Ming,Houston Rockets
Flawless Autographs Ruby,67,Ray Allen,Seattle Supersonics
Flawless Autographs Ruby,68,Jason Kidd,New Jersey Nets
Flawless Autographs Ruby,69,Anfernee Hardaway,Orlando Magic
Flawless Autographs Ruby,71,Ben Wallace,Detroit Pistons
Flawless Autographs Ruby,72,Rick Fox,Los Angeles Lakers
Flawless Autographs Ruby,74,Glen Rice,Miami Heat
Flawless Autographs Ruby,75,Horace Grant,Chicago Bulls
Flawless Autographs Ruby,76,Jo Jo White,Boston Celtics
Flawless Autographs Ruby,77,Shawn Kemp,Seattle Supersonics
Flawless Autographs Ruby,78,Damon Stoudamire,Toronto Raptors
Flawless Autographs Ruby,79,Spud Webb,Atlanta Hawks
Flawless Autographs Ruby,80,Eddie Jones,Los Angeles Lakers
Flawless Autographs Ruby,81,Jeff Hornacek,Phoenix Suns
Flawless Autographs Ruby,82,Vlade Divac,Sacramento Kings
Flawless Autographs Ruby,83,Sidney Moncrief,Milwaukee Bucks
Flawless Autographs Ruby,84,Cedric Ceballos,Los Angeles Lakers
Flawless Autographs Ruby,85,Dino Radja,Boston Celtics
Flawless Autographs Ruby,86,Giannis Antetokounmpo,Milwaukee Bucks
Flawless Autographs Ruby Gold Proof,2,Dwyane Wade,Chicago Bulls
Flawless Autographs Ruby Gold Proof,4,Carmelo Anthony,New York Knicks
Flawless Autographs Ruby Gold Proof,5,Kyrie Irving,Cleveland Cavaliers
Flawless Autographs Ruby Gold Proof,8,Pau Gasol,San Antonio Spurs
Flawless Autographs Ruby Gold Proof,9,Karl-Anthony Towns,Minnesota Timberwolves
Flawless Autographs Ruby Gold Proof,11,Marc Gasol,Memphis Grizzlies
Flawless Autographs Ruby Gold Proof,12,Ricky Rubio,Minnesota Timberwolves
Flawless Autographs Ruby Gold Proof,14,Vince Carter,Memphis Grizzlies
Flawless Autographs Ruby Gold Proof,15,Joel Embiid,Philadelphia 76ers
Flawless Autographs Ruby Gold Proof,16,Julius Randle,Los Angeles Lakers
Flawless Autographs Ruby Gold Proof,17,Kristaps Porzingis,New York Knicks
Flawless Autographs Ruby Gold Proof,18,Harrison Barnes,Dallas Mavericks
Flawless Autographs Ruby Gold Proof,20,Gordon Hayward,Utah Jazz
Flawless Autographs Ruby Gold Proof,22,Zach LaVine,Minnesota Timberwolves
Flawless Autographs Ruby Gold Proof,23,Eric Gordon,Houston Rockets
Flawless Autographs Ruby Gold Proof,26,Danilo Gallinari,Denver Nuggets
Flawless Autographs Ruby Gold Proof,27,Goran Dragic,Miami Heat
Flawless Autographs Ruby Gold Proof,28,Justise Winslow,Miami Heat
Flawless Autographs Ruby Gold Proof,30,Jordan Clarkson,Los Angeles Lakers
Flawless Autographs Ruby Gold Proof,31,Jason Terry,Milwaukee Bucks
Flawless Autographs Ruby Gold Proof,32,Elfrid Payton,Orlando Magic
Flawless Autographs Ruby Gold Proof,33,Nikola Mirotic,Chicago Bulls
Flawless Autographs Ruby Gold Proof,34,Jrue Holiday,New Orleans Pelicans
Flawless Autographs Ruby Gold Proof,35,Darren Collison,Sacramento Kings
Flawless Autographs Ruby Gold Proof,39,Tristan Thompson,Cleveland Cavaliers
Flawless Autographs Ruby Gold Proof,42,DeMarre Carroll,Toronto Raptors
Flawless Autographs Ruby Gold Proof,45,Allen Crabbe,Portland Trail Blazers
Flawless Autographs Ruby Gold Proof,53,John Stockton,Utah Jazz
Flawless Autographs Ruby Gold Proof,54,Magic Johnson,Los Angeles Lakers
Flawless Autographs Ruby Gold Proof,58,Jerry West,Los Angeles Lakers
Flawless Autographs Ruby Gold Proof,59,Alonzo Mourning,Miami Heat
Flawless Autographs Ruby Gold Proof,60,David Robinson,San Antonio Spurs
Flawless Autographs Ruby Gold Proof,61,Willis Reed,New York Knicks
Flawless Autographs Ruby Gold Proof,62,Artis Gilmore,Chicago Bulls
Flawless Autographs Ruby Gold Proof,63,Joe Dumars,Detroit Pistons
Flawless Autographs Ruby Gold Proof,64,George Gervin,San Antonio Spurs
Flawless Autographs Ruby Gold Proof,65,Dikembe Mutombo,Atlanta Hawks
Flawless Autographs Ruby Gold Proof,66,Yao Ming,Houston Rockets
Flawless Autographs Ruby Gold Proof,67,Ray Allen,Seattle Supersonics
Flawless Autographs Ruby Gold Proof,71,Ben Wallace,Detroit Pistons
Flawless Autographs Ruby Gold Proof,72,Rick Fox,Los Angeles Lakers
Flawless Autographs Ruby Gold Proof,75,Horace Grant,Chicago Bulls
Flawless Autographs Ruby Gold Proof,77,Shawn Kemp,Seattle Supersonics
Flawless Autographs Ruby Gold Proof,78,Damon Stoudamire,Toronto Raptors
Flawless Autographs Ruby Gold Proof,79,Spud Webb,Atlanta Hawks
Flawless Autographs Ruby Gold Proof,80,Eddie Jones,Los Angeles Lakers
Flawless Autographs Ruby Gold Proof,81,Jeff Hornacek,Phoenix Suns
Flawless Autographs Ruby Gold Proof,83,Sidney Moncrief,Milwaukee Bucks
Flawless Autographs Ruby Gold Proof,86,Giannis Antetokounmpo,Milwaukee Bucks
Greats,1,Kobe Bryant,Los Angeles Lakers
Greats,2,Bill Russell,Boston Celtics
Greats,3,Shaquille O'Neal,Los Angeles Lakers
Greats,4,Allen Iverson,Philadelphia 76ers
Greats,5,Karl Malone,Utah Jazz
Greats,6,John Stockton,Utah Jazz
Greats,7,Magic Johnson,Los Angeles Lakers
Greats,8,Larry Bird,Boston Celtics
Greats,9,Julius Erving,Philadelphia 76ers
Greats,10,Kareem Abdul-Jabbar,Los Angeles Lakers
Greats,11,Oscar Robertson,Cincinnati Royals
Greats,12,Jerry West,Los Angeles Lakers
Greats,13,Alonzo Mourning,Miami Heat
Greats,14,David Robinson,San Antonio Spurs
Greats,15,Hakeem Olajuwon,Houston Rockets
Greats,16,Dikembe Mutombo,Atlanta Hawks
Greats,17,Dennis Rodman,Chicago Bulls
Greats,18,David Thompson,Denver Nuggets
Greats,19,Alex English,Denver Nuggets
Greats,20,James Worthy,Los Angeles Lakers
Greats,21,Willis Reed,New York Knicks
Greats,22,Rick Barry,Golden State Warriors
Greats,24,Artis Gilmore,Chicago Bulls
Greats,25,Bernard King,New York Knicks
Greats,26,Joe Dumars,Detroit Pistons
Greats,27,Robert Parish,Boston Celtics
Greats,28,Ralph Sampson,Houston Rockets
Greats,29,Gail Goodrich,Los Angeles Lakers
Greats,30,Lenny Wilkens,St. Louis Hawks
Greats Emerald,1,Kobe Bryant,Los Angeles Lakers
Greats Emerald,2,Bill Russell,Boston Celtics
Greats Emerald,3,Shaquille O'Neal,Los Angeles Lakers
Greats Emerald,4,Allen Iverson,Philadelphia 76ers
Greats Emerald,5,Karl Malone,Utah Jazz
Greats Emerald,6,John Stockton,Utah Jazz
Greats Emerald,7,Magic Johnson,Los Angeles Lakers
Greats Emerald,8,Larry Bird,Boston Celtics
Greats Emerald,9,Julius Erving,Philadelphia 76ers
Greats Emerald,10,Kareem Abdul-Jabbar,Los Angeles Lakers
Greats Emerald,11,Oscar Robertson,Cincinnati Royals
Greats Emerald,12,Jerry West,Los Angeles Lakers
Greats Emerald,13,Alonzo Mourning,Miami Heat
Greats Emerald,14,David Robinson,San Antonio Spurs
Greats Emerald,15,Hakeem Olajuwon,Houston Rockets
Greats Emerald,16,Dikembe Mutombo,Atlanta Hawks
Greats Emerald,17,Dennis Rodman,Chicago Bulls
Greats Emerald,18,David Thompson,Denver Nuggets
Greats Emerald,19,Alex English,Denver Nuggets
Greats Emerald,20,James Worthy,Los Angeles Lakers
Greats Emerald,21,Willis Reed,New York Knicks
Greats Emerald,22,Rick Barry,Golden State Warriors
Greats Emerald,24,Artis Gilmore,Chicago Bulls
Greats Emerald,25,Bernard King,New York Knicks
Greats Emerald,26,Joe Dumars,Detroit Pistons
Greats Emerald,27,Robert Parish,Boston Celtics
Greats Emerald,28,Ralph Sampson,Houston Rockets
Greats Emerald,29,Gail Goodrich,Los Angeles Lakers
Greats Emerald,30,Lenny Wilkens,St. Louis Hawks
Greats Emerald Gold Proof,4,Allen Iverson,Philadelphia 76ers
Greats Emerald Gold Proof,9,Julius Erving,Philadelphia 76ers
Greats Emerald Gold Proof,11,Oscar Robertson,Cincinnati Royals
Greats Emerald Gold Proof,12,Jerry West,Los Angeles Lakers
Greats Emerald Gold Proof,13,Alonzo Mourning,Miami Heat
Greats Emerald Gold Proof,15,Hakeem Olajuwon,Houston Rockets
Greats Emerald Gold Proof,16,Dikembe Mutombo,Atlanta Hawks
Greats Emerald Gold Proof,20,James Worthy,Los Angeles Lakers
Greats Emerald Gold Proof,22,Rick Barry,Golden State Warriors
Greats Emerald Gold Proof,24,Artis Gilmore,Chicago Bulls
Greats Emerald Gold Proof,26,Joe Dumars,Detroit Pistons
Greats Emerald Gold Proof,27,Robert Parish,Boston Celtics
Greats Emerald Gold Proof,28,Ralph Sampson,Houston Rockets
Greats Gold,1,Kobe Bryant,Los Angeles Lakers
Greats Gold,2,Bill Russell,Boston Celtics
Greats Gold,3,Shaquille O'Neal,Los Angeles Lakers
Greats Gold,4,Allen Iverson,Philadelphia 76ers
Greats Gold,5,Karl Malone,Utah Jazz
Greats Gold,6,John Stockton,Utah Jazz
Greats Gold,7,Magic Johnson,Los Angeles Lakers
Greats Gold,8,Larry Bird,Boston Celtics
Greats Gold,9,Julius Erving,Philadelphia 76ers
Greats Gold,10,Kareem Abdul-Jabbar,Los Angeles Lakers
Greats Gold,11,Oscar Robertson,Cincinnati Royals
Greats Gold,12,Jerry West,Los Angeles Lakers
Greats Gold,13,Alonzo Mourning,Miami Heat
Greats Gold,14,David Robinson,San Antonio Spurs
Greats Gold,15,Hakeem Olajuwon,Houston Rockets
Greats Gold,16,Dikembe Mutombo,Atlanta Hawks
Greats Gold,17,Dennis Rodman,Chicago Bulls
Greats Gold,18,David Thompson,Denver Nuggets
Greats Gold,19,Alex English,Denver Nuggets
Greats Gold,20,James Worthy,Los Angeles Lakers
Greats Gold,21,Willis Reed,New York Knicks
Greats Gold,22,Rick Barry,Golden State Warriors
Greats Gold,24,Artis Gilmore,Chicago Bulls
Greats Gold,25,Bernard King,New York Knicks
Greats Gold,26,Joe Dumars,Detroit Pistons
Greats Gold,27,Robert Parish,Boston Celtics
Greats Gold,28,Ralph Sampson,Houston Rockets
Greats Gold,29,Gail Goodrich,Los Angeles Lakers
Greats Gold,30,Lenny Wilkens,St. Louis Hawks
Greats Gold Gold Proof,3,Shaquille O'Neal,Los Angeles Lakers
Greats Gold Gold Proof,11,Oscar Robertson,Cincinnati Royals
Greats Gold Gold Proof,13,Alonzo Mourning,Miami Heat
Greats Gold Gold Proof,14,David Robinson,San Antonio Spurs
Greats Gold Gold Proof,15,Hakeem Olajuwon,Houston Rockets
Greats Gold Gold Proof,16,Dikembe Mutombo,Atlanta Hawks
Greats Gold Gold Proof,20,James Worthy,Los Angeles Lakers
Greats Gold Gold Proof,21,Willis Reed,New York Knicks
Greats Gold Gold Proof,24,Artis Gilmore,Chicago Bulls
Greats Gold Gold Proof,27,Robert Parish,Boston Celtics
Greats Gold Proof,12,Jerry West,Los Angeles Lakers
Greats Gold Proof,13,Alonzo Mourning,Miami Heat
Greats Gold Proof,15,Hakeem Olajuwon,Houston Rockets
Greats Gold Proof,17,Dennis Rodman,Chicago Bulls
Greats Gold Proof,19,Alex English,Denver Nuggets
Greats Gold Proof,24,Artis Gilmore,Chicago Bulls
Greats Gold Proof,27,Robert Parish,Boston Celtics
Greats Gold Proof,28,Ralph Sampson,Houston Rockets
Greats Platinum,1,Kobe Bryant,Los Angeles Lakers
Greats Platinum,2,Bill Russell,Boston Celtics
Greats Platinum,3,Shaquille O'Neal,Los Angeles Lakers
Greats Platinum,4,Allen Iverson,Philadelphia 76ers
Greats Platinum,5,Karl Malone,Utah Jazz
Greats Platinum,6,John Stockton,Utah Jazz
Greats Platinum,7,Magic Johnson,Los Angeles Lakers
Greats Platinum,8,Larry Bird,Boston Celtics
Greats Platinum,9,Julius Erving,Philadelphia 76ers
Greats Platinum,10,Kareem Abdul-Jabbar,Los Angeles Lakers
Greats Platinum,11,Oscar Robertson,Cincinnati Royals
Greats Platinum,12,Jerry West,Los Angeles Lakers
Greats Platinum,13,Alonzo Mourning,Miami Heat
Greats Platinum,14,David Robinson,San Antonio Spurs
Greats Platinum,15,Hakeem Olajuwon,Houston Rockets
Greats Platinum,16,Dikembe Mutombo,Atlanta Hawks
Greats Platinum,17,Dennis Rodman,Chicago Bulls
Greats Platinum,18,David Thompson,Denver Nuggets
Greats Platinum,19,Alex English,Denver Nuggets
Greats Platinum,20,James Worthy,Los Angeles Lakers
Greats Platinum,21,Willis Reed,New York Knicks
Greats Platinum,22,Rick Barry,Golden State Warriors
Greats Platinum,24,Artis Gilmore,Chicago Bulls
Greats Platinum,25,Bernard King,New York Knicks
Greats Platinum,26,Joe Dumars,Detroit Pistons
Greats Platinum,27,Robert Parish,Boston Celtics
Greats Platinum,28,Ralph Sampson,Houston Rockets
Greats Platinum,29,Gail Goodrich,Los Angeles Lakers
